DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1989-04-01,1989,1,4,VALOR12_TNOTES212,1989-04-01T00:00:00-03:00,9.45
1989-05-01,1989,1,5,VALOR12_TNOTES212,1989-05-01T00:00:00-03:00,9.02
1989-06-01,1989,1,6,VALOR12_TNOTES212,1989-06-01T00:00:00-03:00,8.41
1989-07-01,1989,1,7,VALOR12_TNOTES212,1989-07-01T00:00:00-03:00,7.82
1989-08-01,1989,1,8,VALOR12_TNOTES212,1989-08-01T00:00:00-03:00,8.14
1989-09-01,1989,1,9,VALOR12_TNOTES212,1989-09-01T00:00:00-03:00,8.28
1989-10-01,1989,1,10,VALOR12_TNOTES212,1989-10-01T00:00:00-03:00,7.98
1989-11-01,1989,1,11,VALOR12_TNOTES212,1989-11-01T00:00:00-03:00,7.8
1989-12-01,1989,1,12,VALOR12_TNOTES212,1989-12-01T00:00:00-02:00,7.78
1990-01-01,1990,1,1,VALOR12_TNOTES212,1990-01-01T00:00:00-02:00,8.09
1990-02-01,1990,1,2,VALOR12_TNOTES212,1990-02-01T00:00:00-02:00,8.37
1990-03-01,1990,1,3,VALOR12_TNOTES212,1990-03-01T00:00:00-03:00,8.63
1990-04-01,1990,1,4,VALOR12_TNOTES212,1990-04-01T00:00:00-03:00,8.72
1990-05-01,1990,1,5,VALOR12_TNOTES212,1990-05-01T00:00:00-03:00,8.64
1990-06-01,1990,1,6,VALOR12_TNOTES212,1990-06-01T00:00:00-03:00,8.35
1990-07-01,1990,1,7,VALOR12_TNOTES212,1990-07-01T00:00:00-03:00,8.16
1990-08-01,1990,1,8,VALOR12_TNOTES212,1990-08-01T00:00:00-03:00,8.06
1990-09-01,1990,1,9,VALOR12_TNOTES212,1990-09-01T00:00:00-03:00,8.08
1990-10-01,1990,1,10,VALOR12_TNOTES212,1990-10-01T00:00:00-03:00,7.88
1990-11-01,1990,1,11,VALOR12_TNOTES212,1990-11-01T00:00:00-03:00,7.6
1990-12-01,1990,1,12,VALOR12_TNOTES212,1990-12-01T00:00:00-02:00,7.31
1991-01-01,1991,1,1,VALOR12_TNOTES212,1991-01-01T00:00:00-02:00,7.13
1991-02-01,1991,1,2,VALOR12_TNOTES212,1991-02-01T00:00:00-02:00,6.87
1991-03-01,1991,1,3,VALOR12_TNOTES212,1991-03-01T00:00:00-03:00,7.1
1991-04-01,1991,1,4,VALOR12_TNOTES212,1991-04-01T00:00:00-03:00,6.95
1991-05-01,1991,1,5,VALOR12_TNOTES212,1991-05-01T00:00:00-03:00,6.78
1991-06-01,1991,1,6,VALOR12_TNOTES212,1991-06-01T00:00:00-03:00,6.96
1991-07-01,1991,1,7,VALOR12_TNOTES212,1991-07-01T00:00:00-03:00,6.92
1991-08-01,1991,1,8,VALOR12_TNOTES212,1991-08-01T00:00:00-03:00,6.43
1991-09-01,1991,1,9,VALOR12_TNOTES212,1991-09-01T00:00:00-03:00,6.18
1991-10-01,1991,1,10,VALOR12_TNOTES212,1991-10-01T00:00:00-03:00,5.91
1991-11-01,1991,1,11,VALOR12_TNOTES212,1991-11-01T00:00:00-03:00,5.56
1991-12-01,1991,1,12,VALOR12_TNOTES212,1991-12-01T00:00:00-02:00,5.03
1992-01-01,1992,1,1,VALOR12_TNOTES212,1992-01-01T00:00:00-02:00,4.96
1992-02-01,1992,1,2,VALOR12_TNOTES212,1992-02-01T00:00:00-02:00,5.21
1992-03-01,1992,1,3,VALOR12_TNOTES212,1992-03-01T00:00:00-03:00,5.69
1992-04-01,1992,1,4,VALOR12_TNOTES212,1992-04-01T00:00:00-03:00,5.34
1992-05-01,1992,1,5,VALOR12_TNOTES212,1992-05-01T00:00:00-03:00,5.23
1992-06-01,1992,1,6,VALOR12_TNOTES212,1992-06-01T00:00:00-03:00,5.05
1992-07-01,1992,1,7,VALOR12_TNOTES212,1992-07-01T00:00:00-03:00,4.36
1992-08-01,1992,1,8,VALOR12_TNOTES212,1992-08-01T00:00:00-03:00,4.19
1992-09-01,1992,1,9,VALOR12_TNOTES212,1992-09-01T00:00:00-03:00,3.89
1992-10-01,1992,1,10,VALOR12_TNOTES212,1992-10-01T00:00:00-03:00,4.08
1992-11-01,1992,1,11,VALOR12_TNOTES212,1992-11-01T00:00:00-03:00,4.58
1992-12-01,1992,1,12,VALOR12_TNOTES212,1992-12-01T00:00:00-02:00,4.67
1993-01-01,1993,1,1,VALOR12_TNOTES212,1993-01-01T00:00:00-02:00,4.39
1993-02-01,1993,1,2,VALOR12_TNOTES212,1993-02-01T00:00:00-02:00,4.1
1993-03-01,1993,1,3,VALOR12_TNOTES212,1993-03-01T00:00:00-03:00,3.95
1993-04-01,1993,1,4,VALOR12_TNOTES212,1993-04-01T00:00:00-03:00,3.84
1993-05-01,1993,1,5,VALOR12_TNOTES212,1993-05-01T00:00:00-03:00,3.98
1993-06-01,1993,1,6,VALOR12_TNOTES212,1993-06-01T00:00:00-03:00,4.16
1993-07-01,1993,1,7,VALOR12_TNOTES212,1993-07-01T00:00:00-03:00,4.07
1993-08-01,1993,1,8,VALOR12_TNOTES212,1993-08-01T00:00:00-03:00,4.0
1993-09-01,1993,1,9,VALOR12_TNOTES212,1993-09-01T00:00:00-03:00,3.85
1993-10-01,1993,1,10,VALOR12_TNOTES212,1993-10-01T00:00:00-03:00,3.87
1993-11-01,1993,1,11,VALOR12_TNOTES212,1993-11-01T00:00:00-03:00,4.16
1993-12-01,1993,1,12,VALOR12_TNOTES212,1993-12-01T00:00:00-02:00,4.21
1994-01-01,1994,1,1,VALOR12_TNOTES212,1994-01-01T00:00:00-02:00,4.14
1994-02-01,1994,1,2,VALOR12_TNOTES212,1994-02-01T00:00:00-02:00,4.47
1994-03-01,1994,1,3,VALOR12_TNOTES212,1994-03-01T00:00:00-03:00,5.0
1994-04-01,1994,1,4,VALOR12_TNOTES212,1994-04-01T00:00:00-03:00,5.55
1994-05-01,1994,1,5,VALOR12_TNOTES212,1994-05-01T00:00:00-03:00,5.97
1994-06-01,1994,1,6,VALOR12_TNOTES212,1994-06-01T00:00:00-03:00,5.93
1994-07-01,1994,1,7,VALOR12_TNOTES212,1994-07-01T00:00:00-03:00,6.13
1994-08-01,1994,1,8,VALOR12_TNOTES212,1994-08-01T00:00:00-03:00,6.18
1994-09-01,1994,1,9,VALOR12_TNOTES212,1994-09-01T00:00:00-03:00,6.39
1994-10-01,1994,1,10,VALOR12_TNOTES212,1994-10-01T00:00:00-03:00,6.73
1994-11-01,1994,1,11,VALOR12_TNOTES212,1994-11-01T00:00:00-03:00,7.15
1994-12-01,1994,1,12,VALOR12_TNOTES212,1994-12-01T00:00:00-02:00,7.59
1995-01-01,1995,1,1,VALOR12_TNOTES212,1995-01-01T00:00:00-02:00,7.51
1995-02-01,1995,1,2,VALOR12_TNOTES212,1995-02-01T00:00:00-02:00,7.11
1995-03-01,1995,1,3,VALOR12_TNOTES212,1995-03-01T00:00:00-03:00,6.78
1995-04-01,1995,1,4,VALOR12_TNOTES212,1995-04-01T00:00:00-03:00,6.57
1995-05-01,1995,1,5,VALOR12_TNOTES212,1995-05-01T00:00:00-03:00,6.17
1995-06-01,1995,1,6,VALOR12_TNOTES212,1995-06-01T00:00:00-03:00,5.72
1995-07-01,1995,1,7,VALOR12_TNOTES212,1995-07-01T00:00:00-03:00,5.78
1995-08-01,1995,1,8,VALOR12_TNOTES212,1995-08-01T00:00:00-03:00,5.98
1995-09-01,1995,1,9,VALOR12_TNOTES212,1995-09-01T00:00:00-03:00,5.81
1995-10-01,1995,1,10,VALOR12_TNOTES212,1995-10-01T00:00:00-03:00,5.7
1995-11-01,1995,1,11,VALOR12_TNOTES212,1995-11-01T00:00:00-03:00,5.48
1995-12-01,1995,1,12,VALOR12_TNOTES212,1995-12-01T00:00:00-02:00,5.32
1996-01-01,1996,1,1,VALOR12_TNOTES212,1996-01-01T00:00:00-02:00,5.11
1996-02-01,1996,1,2,VALOR12_TNOTES212,1996-02-01T00:00:00-02:00,5.03
1996-03-01,1996,1,3,VALOR12_TNOTES212,1996-03-01T00:00:00-03:00,5.66
1996-04-01,1996,1,4,VALOR12_TNOTES212,1996-04-01T00:00:00-03:00,5.96
1996-05-01,1996,1,5,VALOR12_TNOTES212,1996-05-01T00:00:00-03:00,6.1
1996-06-01,1996,1,6,VALOR12_TNOTES212,1996-06-01T00:00:00-03:00,6.3
1996-07-01,1996,1,7,VALOR12_TNOTES212,1996-07-01T00:00:00-03:00,6.27
1996-08-01,1996,1,8,VALOR12_TNOTES212,1996-08-01T00:00:00-03:00,6.03
1996-09-01,1996,1,9,VALOR12_TNOTES212,1996-09-01T00:00:00-03:00,6.23
1996-10-01,1996,1,10,VALOR12_TNOTES212,1996-10-01T00:00:00-03:00,5.91
1996-11-01,1996,1,11,VALOR12_TNOTES212,1996-11-01T00:00:00-03:00,5.7
1996-12-01,1996,1,12,VALOR12_TNOTES212,1996-12-01T00:00:00-02:00,5.78
1997-01-01,1997,1,1,VALOR12_TNOTES212,1997-01-01T00:00:00-02:00,6.01
1997-02-01,1997,1,2,VALOR12_TNOTES212,1997-02-01T00:00:00-02:00,5.9
1997-03-01,1997,1,3,VALOR12_TNOTES212,1997-03-01T00:00:00-03:00,6.22
1997-04-01,1997,1,4,VALOR12_TNOTES212,1997-04-01T00:00:00-03:00,6.45
1997-05-01,1997,1,5,VALOR12_TNOTES212,1997-05-01T00:00:00-03:00,6.28
1997-06-01,1997,1,6,VALOR12_TNOTES212,1997-06-01T00:00:00-03:00,6.09
1997-07-01,1997,1,7,VALOR12_TNOTES212,1997-07-01T00:00:00-03:00,5.89
1997-08-01,1997,1,8,VALOR12_TNOTES212,1997-08-01T00:00:00-03:00,5.94
1997-09-01,1997,1,9,VALOR12_TNOTES212,1997-09-01T00:00:00-03:00,5.88
1997-10-01,1997,1,10,VALOR12_TNOTES212,1997-10-01T00:00:00-03:00,5.77
1997-11-01,1997,1,11,VALOR12_TNOTES212,1997-11-01T00:00:00-03:00,5.71
1997-12-01,1997,1,12,VALOR12_TNOTES212,1997-12-01T00:00:00-02:00,5.72
1998-01-01,1998,1,1,VALOR12_TNOTES212,1998-01-01T00:00:00-02:00,5.36
1998-02-01,1998,1,2,VALOR12_TNOTES212,1998-02-01T00:00:00-02:00,5.56
1998-03-01,1998,1,3,VALOR12_TNOTES212,1998-03-01T00:00:00-03:00,5.56
1998-04-01,1998,1,4,VALOR12_TNOTES212,1998-04-01T00:00:00-03:00,5.56
1998-05-01,1998,1,5,VALOR12_TNOTES212,1998-05-01T00:00:00-03:00,5.59
1998-06-01,1998,1,6,VALOR12_TNOTES212,1998-06-01T00:00:00-03:00,5.52
1998-07-01,1998,1,7,VALOR12_TNOTES212,1998-07-01T00:00:00-03:00,5.46
1998-08-01,1998,1,8,VALOR12_TNOTES212,1998-08-01T00:00:00-03:00,5.27
