DATE,VALUE (US$),Y_or,Y
1995-07-01,751697747.0,20.437844868936875,0.0
1995-08-01,801804176.0,20.502374966440485,0.06453009750361005
1995-09-01,811838377.0,20.514811835210796,0.012436868770311804
1995-10-01,826427031.0,20.532622184576486,0.01781034936568915
1995-11-01,797676352.0,20.49721349921189,-0.03540868536459385
1995-12-01,719890594.0,20.394609805650603,-0.10260369356128862
1996-01-01,587129082.0,20.190755254810153,-0.20385455084045034
1996-02-01,566692233.0,20.15532691538155,-0.03542833942860213
1996-03-01,527746688.0,20.084126968974292,-0.07119994640725835
1996-04-01,757189370.0,20.445123938637774,0.36099696966348205
1996-05-01,809548340.0,20.51198704517304,0.06686310653526562
1996-06-01,688599368.0,20.350170191064034,-0.1618168541090057
1996-07-01,864212953.0,20.577329769778387,0.22715957871435322
1996-08-01,714954676.0,20.38772970843925,-0.18960006133913865
1996-09-01,710208427.0,20.381069044074508,-0.006660664364741109
1996-10-01,649957301.0,20.292417227926993,-0.0886518161475145
1996-11-01,558249355.0,20.140316293287547,-0.15210093463944574
1996-12-01,494446108.0,20.018948720277063,-0.12136757301048462
1997-01-01,554721875.0,20.13397741997892,0.11502869970185614
1997-02-01,380801382.0,19.757788490076578,-0.3761889299023409
1997-03-01,539818243.0,20.106743053827426,0.34895456375084777
1997-04-01,668964359.0,20.321241341635968,0.2144982878085422
1997-05-01,751177803.0,20.43715293669971,0.11591159506374282
1997-06-01,858276687.0,20.57043708448803,0.13328414778831998
1997-07-01,911423661.0,20.630518397615727,0.06008131312769649
1997-08-01,833992659.0,20.54173515812601,-0.08878323948971811
1997-09-01,764954057.0,20.455326333778213,-0.08640882434779584
1997-10-01,631169658.0,20.263085255998316,-0.1922410777798973
1997-11-01,449803602.0,19.92432160546098,-0.33876365053733437
1997-12-01,517900864.0,20.065294399668456,0.14097279420747455
1998-01-01,451741826.0,19.92862139319433,-0.13667300647412617
1998-02-01,362738528.0,19.70919282414234,-0.21942856905198838
1998-03-01,416678216.0,19.847824817608362,0.13863199346602073
1998-04-01,524620974.0,20.078186605535688,0.23036178792732542
1998-05-01,675511262.0,20.330980387320295,0.2527937817846073
1998-06-01,569020064.0,20.159426253331837,-0.1715541339884581
1998-07-01,539681277.0,20.106489295491834,-0.05293695784000363
1998-08-01,440702862.0,19.90388142400488,-0.20260787148695414
1998-09-01,483513054.0,19.996588871459032,0.09270744745415271
1998-10-01,430184005.0,19.87972359372548,-0.11686527773355238
1998-11-01,353817765.0,19.684292550413552,-0.1954310433119275
1998-12-01,456096885.0,19.938215812015983,0.2539232616024307
1999-01-01,360348250.0,19.70258148293331,-0.23563432908267146
1999-02-01,385863785.0,19.770994976548234,0.06841349361492277
1999-03-01,454159060.0,19.93395804706945,0.16296307052121506
1999-04-01,359955534.0,19.70149106511895,-0.2324669819504983
1999-05-01,502376843.0,20.034861079301184,0.33337001418223267
1999-06-01,559631818.0,20.142789657609555,0.10792857830837121
1999-07-01,605079273.0,20.220870037163532,0.07808037955397751
1999-08-01,469291854.0,19.966735422847112,-0.2541346143164205
1999-09-01,498797269.0,20.02771029661483,0.06097487376771937
1999-10-01,575123244.0,20.170094913185952,0.14238461657112111
1999-11-01,435566592.0,19.892158251867052,-0.2779366613189005
1999-12-01,484744218.0,19.999131924218066,0.10697367235101396
2000-01-01,450137951.0,19.925064651527183,-0.07406727269088265
2000-02-01,431359210.0,19.88245173482957,-0.04261291669761391
2000-03-01,472458438.0,19.973460339124433,0.09100860429486346
2000-04-01,434234147.0,19.889094455798496,-0.08436588332593686
2000-05-01,695881988.0,20.360690646450937,0.4715961906524413
2000-06-01,735424319.0,20.41595819536273,0.055267548911793085
2000-07-01,678260616.0,20.33504216142653,-0.08091603393620161
2000-08-01,667320086.0,20.318780377825444,-0.016261783601084545
2000-09-01,482282679.0,19.99404097106235,-0.32473940676309354
2000-10-01,464637733.0,19.956768591102605,-0.037272379959745194
2000-11-01,438642572.0,19.89919545262121,-0.05757313848139489
2000-12-01,533791344.0,20.095515578992053,0.19632012637084273
2001-01-01,568414098.0,20.158360756835297,0.0628451778432435
2001-02-01,340565934.0,19.646119303574796,-0.5122414532605006
2001-03-01,508649519.0,20.047269769563165,0.4011504659883691
2001-04-01,489582520.0,20.009063585910656,-0.03820618365250894
2001-05-01,707358307.0,20.377047894632874,0.36798430872221743
2001-06-01,673086777.0,20.327384819861518,-0.04966307477135601
2001-07-01,633305960.0,20.266464212464008,-0.060920607397509485
2001-08-01,758291887.0,20.44657894468211,0.18011473221810093
2001-09-01,633586383.0,20.266906906756272,-0.17967203792583675
2001-10-01,589873003.0,20.195417822542073,-0.07148908421419975
2001-11-01,527356500.0,20.08338734839078,-0.11203047415129319
2001-12-01,508578344.0,20.047129830415397,-0.03625751797538257
2002-01-01,452748459.0,19.93084725107761,-0.1162825793377884
2002-02-01,438871319.0,19.899716805063665,-0.031130446013943214
2002-03-01,529308236.0,20.087081496880973,0.18736469181730797
2002-04-01,533039365.0,20.094105834937643,0.007024338056670132
2002-05-01,521455012.0,20.072133562145098,-0.021972272792545766
