DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$)
2018-12-01,2018,1,12,CEF12_FGTS12,2018-12-01T00:00:00-02:00,12277959.35249
2019-01-01,2019,1,1,CEF12_FGTS12,2019-01-01T00:00:00-02:00,12773094.67834
2019-02-01,2019,1,2,CEF12_FGTS12,2019-02-01T00:00:00-02:00,10352446.59507
2019-03-01,2019,1,3,CEF12_FGTS12,2019-03-01T00:00:00-03:00,9951816.67165
2019-04-01,2019,1,4,CEF12_FGTS12,2019-04-01T00:00:00-03:00,10150587.32823
2019-05-01,2019,1,5,CEF12_FGTS12,2019-05-01T00:00:00-03:00,10299619.37843
2019-06-01,2019,1,6,CEF12_FGTS12,2019-06-01T00:00:00-03:00,10050071.02242
2019-07-01,2019,1,7,CEF12_FGTS12,2019-07-01T00:00:00-03:00,10428351.12434
2019-08-01,2019,1,8,CEF12_FGTS12,2019-08-01T00:00:00-03:00,10537910.43595
2019-09-01,2019,1,9,CEF12_FGTS12,2019-09-01T00:00:00-03:00,10212906.52016
2019-10-01,2019,1,10,CEF12_FGTS12,2019-10-01T00:00:00-03:00,10502733.3117
2019-11-01,2019,1,11,CEF12_FGTS12,2019-11-01T00:00:00-03:00,10372978.33215
2019-12-01,2019,1,12,CEF12_FGTS12,2019-12-01T00:00:00-03:00,13077107.28147
2020-01-01,2020,1,1,CEF12_FGTS12,2020-01-01T00:00:00-03:00,13502535.86876
2020-02-01,2020,1,2,CEF12_FGTS12,2020-02-01T00:00:00-03:00,10577244.22378
2020-03-01,2020,1,3,CEF12_FGTS12,2020-03-01T00:00:00-03:00,10585454.12628
2020-04-01,2020,1,4,CEF12_FGTS12,2020-04-01T00:00:00-03:00,6896089.79306
2020-05-01,2020,1,5,CEF12_FGTS12,2020-05-01T00:00:00-03:00,6807233.35992
2020-06-01,2020,1,6,CEF12_FGTS12,2020-06-01T00:00:00-03:00,6314726.51541
2020-07-01,2020,1,7,CEF12_FGTS12,2020-07-01T00:00:00-03:00,11432884.81337
2020-08-01,2020,1,8,CEF12_FGTS12,2020-08-01T00:00:00-03:00,11782724.66396
2020-09-01,2020,1,9,CEF12_FGTS12,2020-09-01T00:00:00-03:00,11660719.13559
2020-10-01,2020,1,10,CEF12_FGTS12,2020-10-01T00:00:00-03:00,11472098.00896
2020-11-01,2020,1,11,CEF12_FGTS12,2020-11-01T00:00:00-03:00,11531241.96338
2020-12-01,2020,1,12,CEF12_FGTS12,2020-12-01T00:00:00-03:00,1471187.30341
2021-01-01,2021,1,1,CEF12_FGTS12,2021-01-01T00:00:00-03:00,13321724.10921
