DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1980-08-01,1980,1,8,VALOR12_TNOTES1012,1980-08-01T00:00:00-03:00,11.1
1980-09-01,1980,1,9,VALOR12_TNOTES1012,1980-09-01T00:00:00-03:00,11.51
1980-10-01,1980,1,10,VALOR12_TNOTES1012,1980-10-01T00:00:00-03:00,11.75
1980-11-01,1980,1,11,VALOR12_TNOTES1012,1980-11-01T00:00:00-03:00,12.68
1980-12-01,1980,1,12,VALOR12_TNOTES1012,1980-12-01T00:00:00-02:00,12.84
1981-01-01,1981,1,1,VALOR12_TNOTES1012,1981-01-01T00:00:00-02:00,12.57
1981-02-01,1981,1,2,VALOR12_TNOTES1012,1981-02-01T00:00:00-02:00,13.19
1981-03-01,1981,1,3,VALOR12_TNOTES1012,1981-03-01T00:00:00-03:00,13.12
1981-04-01,1981,1,4,VALOR12_TNOTES1012,1981-04-01T00:00:00-03:00,13.68
1981-05-01,1981,1,5,VALOR12_TNOTES1012,1981-05-01T00:00:00-03:00,14.1
1981-06-01,1981,1,6,VALOR12_TNOTES1012,1981-06-01T00:00:00-03:00,13.47
1981-07-01,1981,1,7,VALOR12_TNOTES1012,1981-07-01T00:00:00-03:00,14.28
1981-08-01,1981,1,8,VALOR12_TNOTES1012,1981-08-01T00:00:00-03:00,14.94
1981-09-01,1981,1,9,VALOR12_TNOTES1012,1981-09-01T00:00:00-03:00,15.32
1981-10-01,1981,1,10,VALOR12_TNOTES1012,1981-10-01T00:00:00-03:00,15.15
1981-11-01,1981,1,11,VALOR12_TNOTES1012,1981-11-01T00:00:00-03:00,13.39
1981-12-01,1981,1,12,VALOR12_TNOTES1012,1981-12-01T00:00:00-02:00,13.72
1982-01-01,1982,1,1,VALOR12_TNOTES1012,1982-01-01T00:00:00-02:00,14.59
1982-02-01,1982,1,2,VALOR12_TNOTES1012,1982-02-01T00:00:00-02:00,14.43
1982-03-01,1982,1,3,VALOR12_TNOTES1012,1982-03-01T00:00:00-03:00,13.86
1982-04-01,1982,1,4,VALOR12_TNOTES1012,1982-04-01T00:00:00-03:00,13.87
1982-05-01,1982,1,5,VALOR12_TNOTES1012,1982-05-01T00:00:00-03:00,13.62
1982-06-01,1982,1,6,VALOR12_TNOTES1012,1982-06-01T00:00:00-03:00,14.3
1982-07-01,1982,1,7,VALOR12_TNOTES1012,1982-07-01T00:00:00-03:00,13.95
1982-08-01,1982,1,8,VALOR12_TNOTES1012,1982-08-01T00:00:00-03:00,13.06
1982-09-01,1982,1,9,VALOR12_TNOTES1012,1982-09-01T00:00:00-03:00,12.34
1982-10-01,1982,1,10,VALOR12_TNOTES1012,1982-10-01T00:00:00-03:00,10.91
1982-11-01,1982,1,11,VALOR12_TNOTES1012,1982-11-01T00:00:00-03:00,10.55
1982-12-01,1982,1,12,VALOR12_TNOTES1012,1982-12-01T00:00:00-02:00,10.54
1983-01-01,1983,1,1,VALOR12_TNOTES1012,1983-01-01T00:00:00-02:00,10.46
1983-02-01,1983,1,2,VALOR12_TNOTES1012,1983-02-01T00:00:00-02:00,10.72
1983-03-01,1983,1,3,VALOR12_TNOTES1012,1983-03-01T00:00:00-03:00,10.51
1983-04-01,1983,1,4,VALOR12_TNOTES1012,1983-04-01T00:00:00-03:00,10.4
