DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Kg)
2010-07-01,2010,1,7,SECEX12_XGASOLKG12,2010-07-01T00:00:00-03:00,99222692.0
2010-08-01,2010,1,8,SECEX12_XGASOLKG12,2010-08-01T00:00:00-03:00,79455109.0
2010-09-01,2010,1,9,SECEX12_XGASOLKG12,2010-09-01T00:00:00-03:00,78957238.0
2010-10-01,2010,1,10,SECEX12_XGASOLKG12,2010-10-01T00:00:00-03:00,130875860.0
2010-11-01,2010,1,11,SECEX12_XGASOLKG12,2010-11-01T00:00:00-02:00,43389691.0
2010-12-01,2010,1,12,SECEX12_XGASOLKG12,2010-12-01T00:00:00-02:00,40192781.0
2011-01-01,2011,1,1,SECEX12_XGASOLKG12,2011-01-01T00:00:00-02:00,14091068.0
2011-02-01,2011,1,2,SECEX12_XGASOLKG12,2011-02-01T00:00:00-02:00,91203185.0
2011-03-01,2011,1,3,SECEX12_XGASOLKG12,2011-03-01T00:00:00-03:00,31867798.0
2011-04-01,2011,1,4,SECEX12_XGASOLKG12,2011-04-01T00:00:00-03:00,10540476.0
2011-05-01,2011,1,5,SECEX12_XGASOLKG12,2011-05-01T00:00:00-03:00,4608357.0
2011-06-01,2011,1,6,SECEX12_XGASOLKG12,2011-06-01T00:00:00-03:00,3603589.0
2011-07-01,2011,1,7,SECEX12_XGASOLKG12,2011-07-01T00:00:00-03:00,12775162.0
2011-08-01,2011,1,8,SECEX12_XGASOLKG12,2011-08-01T00:00:00-03:00,62267632.0
2011-09-01,2011,1,9,SECEX12_XGASOLKG12,2011-09-01T00:00:00-03:00,1759739.0
2011-10-01,2011,1,10,SECEX12_XGASOLKG12,2011-10-01T00:00:00-03:00,781827.0
2011-11-01,2011,1,11,SECEX12_XGASOLKG12,2011-11-01T00:00:00-02:00,3653934.0
2011-12-01,2011,1,12,SECEX12_XGASOLKG12,2011-12-01T00:00:00-02:00,3025243.0
2012-01-01,2012,1,1,SECEX12_XGASOLKG12,2012-01-01T00:00:00-02:00,1361239.0
2012-02-01,2012,1,2,SECEX12_XGASOLKG12,2012-02-01T00:00:00-02:00,11702715.0
2012-03-01,2012,1,3,SECEX12_XGASOLKG12,2012-03-01T00:00:00-03:00,8634375.0
2012-04-01,2012,1,4,SECEX12_XGASOLKG12,2012-04-01T00:00:00-03:00,8315432.0
2012-05-01,2012,1,5,SECEX12_XGASOLKG12,2012-05-01T00:00:00-03:00,16439912.0
2012-06-01,2012,1,6,SECEX12_XGASOLKG12,2012-06-01T00:00:00-03:00,1645727.0
2012-07-01,2012,1,7,SECEX12_XGASOLKG12,2012-07-01T00:00:00-03:00,13152010.0
2012-08-01,2012,1,8,SECEX12_XGASOLKG12,2012-08-01T00:00:00-03:00,8879878.0
2012-09-01,2012,1,9,SECEX12_XGASOLKG12,2012-09-01T00:00:00-03:00,10044759.0
2012-10-01,2012,1,10,SECEX12_XGASOLKG12,2012-10-01T00:00:00-03:00,8641363.0
2012-11-01,2012,1,11,SECEX12_XGASOLKG12,2012-11-01T00:00:00-02:00,4079890.0
2012-12-01,2012,1,12,SECEX12_XGASOLKG12,2012-12-01T00:00:00-02:00,3879215.0
2013-01-01,2013,1,1,SECEX12_XGASOLKG12,2013-01-01T00:00:00-02:00,7499214.0
2013-02-01,2013,1,2,SECEX12_XGASOLKG12,2013-02-01T00:00:00-02:00,8354749.0
2013-03-01,2013,1,3,SECEX12_XGASOLKG12,2013-03-01T00:00:00-03:00,20689105.0
2013-04-01,2013,1,4,SECEX12_XGASOLKG12,2013-04-01T00:00:00-03:00,19000133.0
2013-05-01,2013,1,5,SECEX12_XGASOLKG12,2013-05-01T00:00:00-03:00,24181240.0
2013-06-01,2013,1,6,SECEX12_XGASOLKG12,2013-06-01T00:00:00-03:00,36873007.0
2013-07-01,2013,1,7,SECEX12_XGASOLKG12,2013-07-01T00:00:00-03:00,24330957.0
2013-08-01,2013,1,8,SECEX12_XGASOLKG12,2013-08-01T00:00:00-03:00,20566593.0
2013-09-01,2013,1,9,SECEX12_XGASOLKG12,2013-09-01T00:00:00-03:00,31340644.0
2013-10-01,2013,1,10,SECEX12_XGASOLKG12,2013-10-01T00:00:00-03:00,17781023.0
2013-11-01,2013,1,11,SECEX12_XGASOLKG12,2013-11-01T00:00:00-02:00,21654444.0
2013-12-01,2013,1,12,SECEX12_XGASOLKG12,2013-12-01T00:00:00-02:00,25437023.0
2014-01-01,2014,1,1,SECEX12_XGASOLKG12,2014-01-01T00:00:00-02:00,24878000.0
2014-02-01,2014,1,2,SECEX12_XGASOLKG12,2014-02-01T00:00:00-02:00,7621272.0
2014-03-01,2014,1,3,SECEX12_XGASOLKG12,2014-03-01T00:00:00-03:00,19920917.0
2014-04-01,2014,1,4,SECEX12_XGASOLKG12,2014-04-01T00:00:00-03:00,25636950.0
2014-05-01,2014,1,5,SECEX12_XGASOLKG12,2014-05-01T00:00:00-03:00,6075112.0
2014-06-01,2014,1,6,SECEX12_XGASOLKG12,2014-06-01T00:00:00-03:00,10665225.0
2014-07-01,2014,1,7,SECEX12_XGASOLKG12,2014-07-01T00:00:00-03:00,28588658.0
2014-08-01,2014,1,8,SECEX12_XGASOLKG12,2014-08-01T00:00:00-03:00,40269469.0
2014-09-01,2014,1,9,SECEX12_XGASOLKG12,2014-09-01T00:00:00-03:00,24369816.0
2014-10-01,2014,1,10,SECEX12_XGASOLKG12,2014-10-01T00:00:00-03:00,38621262.0
2014-11-01,2014,1,11,SECEX12_XGASOLKG12,2014-11-01T00:00:00-02:00,31460432.0
2014-12-01,2014,1,12,SECEX12_XGASOLKG12,2014-12-01T00:00:00-02:00,12038592.0
2015-01-01,2015,1,1,SECEX12_XGASOLKG12,2015-01-01T00:00:00-02:00,7402557.0
2015-02-01,2015,1,2,SECEX12_XGASOLKG12,2015-02-01T00:00:00-02:00,1178775.0
2015-03-01,2015,1,3,SECEX12_XGASOLKG12,2015-03-01T00:00:00-03:00,5450622.0
2015-04-01,2015,1,4,SECEX12_XGASOLKG12,2015-04-01T00:00:00-03:00,472702.0
2015-05-01,2015,1,5,SECEX12_XGASOLKG12,2015-05-01T00:00:00-03:00,22098958.0
2015-06-01,2015,1,6,SECEX12_XGASOLKG12,2015-06-01T00:00:00-03:00,44348616.0
2015-07-01,2015,1,7,SECEX12_XGASOLKG12,2015-07-01T00:00:00-03:00,110299114.0
2015-08-01,2015,1,8,SECEX12_XGASOLKG12,2015-08-01T00:00:00-03:00,86017039.0
2015-09-01,2015,1,9,SECEX12_XGASOLKG12,2015-09-01T00:00:00-03:00,42096464.0
2015-10-01,2015,1,10,SECEX12_XGASOLKG12,2015-10-01T00:00:00-03:00,85645785.0
2015-11-01,2015,1,11,SECEX12_XGASOLKG12,2015-11-01T00:00:00-02:00,39905363.0
2015-12-01,2015,1,12,SECEX12_XGASOLKG12,2015-12-01T00:00:00-02:00,11915092.0
2016-01-01,2016,1,1,SECEX12_XGASOLKG12,2016-01-01T00:00:00-02:00,7470968.0
2016-02-01,2016,1,2,SECEX12_XGASOLKG12,2016-02-01T00:00:00-02:00,126260.0
2016-03-01,2016,1,3,SECEX12_XGASOLKG12,2016-03-01T00:00:00-03:00,7397525.0
2016-04-01,2016,1,4,SECEX12_XGASOLKG12,2016-04-01T00:00:00-03:00,112050413.0
2016-05-01,2016,1,5,SECEX12_XGASOLKG12,2016-05-01T00:00:00-03:00,57044337.0
2016-06-01,2016,1,6,SECEX12_XGASOLKG12,2016-06-01T00:00:00-03:00,39540710.0
2016-07-01,2016,1,7,SECEX12_XGASOLKG12,2016-07-01T00:00:00-03:00,129370548.0
2016-08-01,2016,1,8,SECEX12_XGASOLKG12,2016-08-01T00:00:00-03:00,54393065.0
2016-09-01,2016,1,9,SECEX12_XGASOLKG12,2016-09-01T00:00:00-03:00,968613.0
2016-10-01,2016,1,10,SECEX12_XGASOLKG12,2016-10-01T00:00:00-03:00,13243301.0
2016-11-01,2016,1,11,SECEX12_XGASOLKG12,2016-11-01T00:00:00-02:00,80499736.0
2016-12-01,2016,1,12,SECEX12_XGASOLKG12,2016-12-01T00:00:00-02:00,38249097.0
2017-01-01,2017,1,1,SECEX12_XGASOLKG12,2017-01-01T00:00:00-02:00,51147142.0
2017-02-01,2017,1,2,SECEX12_XGASOLKG12,2017-02-01T00:00:00-02:00,27418788.0
2017-03-01,2017,1,3,SECEX12_XGASOLKG12,2017-03-01T00:00:00-03:00,28438913.0
2017-04-01,2017,1,4,SECEX12_XGASOLKG12,2017-04-01T00:00:00-03:00,8896171.0
2017-05-01,2017,1,5,SECEX12_XGASOLKG12,2017-05-01T00:00:00-03:00,5340019.0
2017-06-01,2017,1,6,SECEX12_XGASOLKG12,2017-06-01T00:00:00-03:00,11094829.0
2017-07-01,2017,1,7,SECEX12_XGASOLKG12,2017-07-01T00:00:00-03:00,13518536.0
2017-08-01,2017,1,8,SECEX12_XGASOLKG12,2017-08-01T00:00:00-03:00,37256307.0
2017-09-01,2017,1,9,SECEX12_XGASOLKG12,2017-09-01T00:00:00-03:00,42990235.0
2017-10-01,2017,1,10,SECEX12_XGASOLKG12,2017-10-01T00:00:00-03:00,7049813.0
2017-11-01,2017,1,11,SECEX12_XGASOLKG12,2017-11-01T00:00:00-02:00,8768311.0
2017-12-01,2017,1,12,SECEX12_XGASOLKG12,2017-12-01T00:00:00-02:00,112771313.0
2018-01-01,2018,1,1,SECEX12_XGASOLKG12,2018-01-01T00:00:00-02:00,6495399.0
2018-02-01,2018,1,2,SECEX12_XGASOLKG12,2018-02-01T00:00:00-02:00,132699416.0
2018-03-01,2018,1,3,SECEX12_XGASOLKG12,2018-03-01T00:00:00-03:00,25161063.0
2018-04-01,2018,1,4,SECEX12_XGASOLKG12,2018-04-01T00:00:00-03:00,109704296.0
2018-05-01,2018,1,5,SECEX12_XGASOLKG12,2018-05-01T00:00:00-03:00,394306.0
2018-06-01,2018,1,6,SECEX12_XGASOLKG12,2018-06-01T00:00:00-03:00,4824068.0
2018-07-01,2018,1,7,SECEX12_XGASOLKG12,2018-07-01T00:00:00-03:00,87882561.0
2018-08-01,2018,1,8,SECEX12_XGASOLKG12,2018-08-01T00:00:00-03:00,18231213.0
2018-09-01,2018,1,9,SECEX12_XGASOLKG12,2018-09-01T00:00:00-03:00,34032930.0
2018-10-01,2018,1,10,SECEX12_XGASOLKG12,2018-10-01T00:00:00-03:00,201952753.0
2018-11-01,2018,1,11,SECEX12_XGASOLKG12,2018-11-01T00:00:00-03:00,264713857.0
2018-12-01,2018,1,12,SECEX12_XGASOLKG12,2018-12-01T00:00:00-02:00,148312188.0
2019-01-01,2019,1,1,SECEX12_XGASOLKG12,2019-01-01T00:00:00-02:00,162575731.0
2019-02-01,2019,1,2,SECEX12_XGASOLKG12,2019-02-01T00:00:00-02:00,183255341.0
2019-03-01,2019,1,3,SECEX12_XGASOLKG12,2019-03-01T00:00:00-03:00,109858155.0
2019-04-01,2019,1,4,SECEX12_XGASOLKG12,2019-04-01T00:00:00-03:00,197206813.0
2019-05-01,2019,1,5,SECEX12_XGASOLKG12,2019-05-01T00:00:00-03:00,188163548.0
2019-06-01,2019,1,6,SECEX12_XGASOLKG12,2019-06-01T00:00:00-03:00,121126149.0
2019-07-01,2019,1,7,SECEX12_XGASOLKG12,2019-07-01T00:00:00-03:00,290767784.0
2019-08-01,2019,1,8,SECEX12_XGASOLKG12,2019-08-01T00:00:00-03:00,196759853.0
2019-09-01,2019,1,9,SECEX12_XGASOLKG12,2019-09-01T00:00:00-03:00,204451815.0
2019-10-01,2019,1,10,SECEX12_XGASOLKG12,2019-10-01T00:00:00-03:00,274751186.0
2019-11-01,2019,1,11,SECEX12_XGASOLKG12,2019-11-01T00:00:00-03:00,183830402.0
2019-12-01,2019,1,12,SECEX12_XGASOLKG12,2019-12-01T00:00:00-03:00,132735792.0
2020-01-01,2020,1,1,SECEX12_XGASOLKG12,2020-01-01T00:00:00-03:00,213192933.0
2020-02-01,2020,1,2,SECEX12_XGASOLKG12,2020-02-01T00:00:00-03:00,83642033.0
2020-03-01,2020,1,3,SECEX12_XGASOLKG12,2020-03-01T00:00:00-03:00,166259924.0
2020-04-01,2020,1,4,SECEX12_XGASOLKG12,2020-04-01T00:00:00-03:00,117814745.0
2020-05-01,2020,1,5,SECEX12_XGASOLKG12,2020-05-01T00:00:00-03:00,280358982.0
2020-06-01,2020,1,6,SECEX12_XGASOLKG12,2020-06-01T00:00:00-03:00,342383346.0
2020-07-01,2020,1,7,SECEX12_XGASOLKG12,2020-07-01T00:00:00-03:00,106319590.0
2020-08-01,2020,1,8,SECEX12_XGASOLKG12,2020-08-01T00:00:00-03:00,95032039.0
2020-09-01,2020,1,9,SECEX12_XGASOLKG12,2020-09-01T00:00:00-03:00,53721660.0
2020-10-01,2020,1,10,SECEX12_XGASOLKG12,2020-10-01T00:00:00-03:00,40.0
2020-11-01,2020,1,11,SECEX12_XGASOLKG12,2020-11-01T00:00:00-03:00,72512012.0
